gain_id,ratio_label,gain_correct,algorithm,seed,train_timesteps,eval_episodes,elapsed_seconds,learning_gain,final_knowledge,success_rate,dropout_rate,adaptation_accuracy,emotional_wellbeing,mean_episode_reward,action_diversity_shannon,dominance_detected,action_frequencies,dominant_actions
G3,5:1,0.2,DQN,314,50000,500,22.1,0.301797204834559,0.521864273533105,0.016,0.0,0.10268000000000001,0.4186270497591716,3.2307942395034943,1.2368927429476793,False,"{'hint': 0.15, 'scaffold': 0.1026, 'encouragement': 0.0, 'simplify_problem': 0.0001, 'harder_problem': 0.0, 'break': 0.0, 'explanation': 0.2926, 'no_action': 0.4547}",[]
G4,10:1,0.1,Random,42,0,500,1.6,0.3752559377670665,0.5695922599526785,0.076,0.0,0.2891724581724582,0.36679859417510435,2.673860087078096,2.069648222539673,False,"{'hint': 0.1316, 'scaffold': 0.1319, 'encouragement': 0.1036, 'simplify_problem': 0.114, 'harder_problem': 0.1521, 'break': 0.1036, 'explanation': 0.1156, 'no_action': 0.1476}",[]
G4,10:1,0.1,Random,7,0,500,1.6,0.3744752337246847,0.5710618183090473,0.078,0.0,0.28342381642512077,0.36986312822659734,2.697283324468967,2.0693862482690384,False,"{'hint': 0.132, 'scaffold': 0.1306, 'encouragement': 0.104, 'simplify_problem': 0.1131, 'harder_problem': 0.1473, 'break': 0.1044, 'explanation': 0.1146, 'no_action': 0.1541}",[]
G4,10:1,0.1,Random,13,0,500,1.6,0.38344117366479374,0.5773781059116924,0.084,0.0,0.28979625692137323,0.36758097419180513,2.6801504523259,2.0681401021371535,False,"{'hint': 0.1316, 'scaffold': 0.1301, 'encouragement': 0.1032, 'simplify_problem': 0.1153, 'harder_problem': 0.1544, 'break': 0.1027, 'explanation': 0.1117, 'no_action': 0.151}",[]
G4,10:1,0.1,Random,21,0,500,1.7,0.397237534284023,0.584219653316005,0.1,0.0,0.28534820910182257,0.3736890892691813,2.777413025615143,2.0697597497988247,False,"{'hint': 0.1292, 'scaffold': 0.1322, 'encouragement': 0.1029, 'simplify_problem': 0.1162, 'harder_problem': 0.1472, 'break': 0.1044, 'explanation': 0.1149, 'no_action': 0.153}",[]
G4,10:1,0.1,Random,99,0,500,1.7,0.3788912178067427,0.5709427227900573,0.08,0.0,0.2885082824128476,0.3725212684158489,2.7248728332823373,2.0691431448801287,False,"{'hint': 0.1302, 'scaffold': 0.1326, 'encouragement': 0.1026, 'simplify_problem': 0.1136, 'harder_problem': 0.15, 'break': 0.1044, 'explanation': 0.1148, 'no_action': 0.1518}",[]
G4,10:1,0.1,Random,314,0,500,1.7,0.38586605228978543,0.5756714101154016,0.072,0.0,0.29156,0.3671488443147474,2.6759630881958856,2.067608357007352,False,"{'hint': 0.1306, 'scaffold': 0.1325, 'encouragement': 0.1035, 'simplify_problem': 0.1132, 'harder_problem': 0.1529, 'break': 0.1015, 'explanation': 0.1124, 'no_action': 0.1534}",[]
G4,10:1,0.1,ERT,42,0,500,1.5,0.41554207647609165,0.5965982067849376,0.124,0.0,0.380609493400714,0.397607877654392,3.087159281982329,1.8920572972874172,False,"{'hint': 0.2251, 'scaffold': 0.261, 'encouragement': 0.1365, 'simplify_problem': 0.0265, 'harder_problem': 0.1135, 'break': 0.0561, 'explanation': 0.0673, 'no_action': 0.114}",[]
G4,10:1,0.1,ERT,7,0,500,1.5,0.4048933252196081,0.5916328739759257,0.112,0.0,0.37269854910622896,0.4031859774488863,3.1366213029895773,1.8869049005926208,False,"{'hint': 0.2249, 'scaffold': 0.2615, 'encouragement': 0.1343, 'simplify_problem': 0.0253, 'harder_problem': 0.106, 'break': 0.0549, 'explanation': 0.0645, 'no_action': 0.1285}",[]
G4,10:1,0.1,ERT,13,0,500,1.6,0.4096558035496646,0.5946173338949018,0.11,0.0,0.37329552245473463,0.4013461137011683,3.120536914776949,1.8898784027610458,False,"{'hint': 0.225, 'scaffold': 0.2606, 'encouragement': 0.1369, 'simplify_problem': 0.0257, 'harder_problem': 0.1075, 'break': 0.0571, 'explanation': 0.0646, 'no_action': 0.1226}",[]
G4,10:1,0.1,ERT,21,0,500,1.5,0.42987815412714053,0.6065920362741938,0.124,0.0,0.37191199205401027,0.4028431062758138,3.146518431831813,1.896262287278566,False,"{'hint': 0.2191, 'scaffold': 0.259, 'encouragement': 0.1336, 'simplify_problem': 0.0261, 'harder_problem': 0.1077, 'break': 0.0582, 'explanation': 0.0648, 'no_action': 0.1316}",[]
G4,10:1,0.1,ERT,99,0,500,1.5,0.3966230815339462,0.5843183451080849,0.106,0.0,0.36857925209312364,0.40419403505962004,3.132579740281283,1.8961023577887666,False,"{'hint': 0.2201, 'scaffold': 0.2574, 'encouragement': 0.137, 'simplify_problem': 0.0273, 'harder_problem': 0.1061, 'break': 0.0556, 'explanation': 0.0648, 'no_action': 0.1318}",[]
G4,10:1,0.1,ERT,314,0,500,1.5,0.40816939475619113,0.5920623638231863,0.118,0.0,0.3722390345813404,0.40169621009402096,3.1215388569373586,1.8931499003418342,False,"{'hint': 0.2208, 'scaffold': 0.2607, 'encouragement': 0.1356, 'simplify_problem': 0.0256, 'harder_problem': 0.1065, 'break': 0.0564, 'explanation': 0.0672, 'no_action': 0.1272}",[]
G4,10:1,0.1,DQN,42,50000,500,22.8,0.6775224350504926,0.7786254047271173,0.506,0.0,0.9999600000000001,0.36374323754061033,2.801220026017503,0.6292681087242191,False,"{'hint': 0.0, 'scaffold': 0.3232, 'encouragement': 0.0, 'simplify_problem': 0.0, 'harder_problem': 0.6768, 'break': 0.0, 'explanation': 0.0, 'no_action': 0.0}",[]
G4,10:1,0.1,DQN,7,50000,500,22.0,0.6490587519279668,0.758631661409325,0.478,0.0,0.857272601100045,0.3627039981916448,2.794889721455137,0.8223771133417854,False,"{'hint': 0.0, 'scaffold': 0.3007, 'encouragement': 0.0, 'simplify_problem': 0.0, 'harder_problem': 0.6366, 'break': 0.0627, 'explanation': 0.0, 'no_action': 0.0}",[]
G4,10:1,0.1,DQN,13,50000,500,22.1,0.37208464173012873,0.5699629936128512,0.058,0.0,0.38028054421768714,0.39836546356590713,3.091818071301221,1.461438602992671,False,"{'hint': 0.0746, 'scaffold': 0.4505, 'encouragement': 0.0, 'simplify_problem': 0.1337, 'harder_problem': 0.0085, 'break': 0.0801, 'explanation': 0.2402, 'no_action': 0.0124}",[]
G4,10:1,0.1,DQN,21,50000,500,22.6,0.3976233123035837,0.5847601413016522,0.07,0.0,0.5301257142857142,0.39703235678203946,3.0464837100693827,1.2489832942841135,False,"{'hint': 0.2963, 'scaffold': 0.44, 'encouragement': 0.0, 'simplify_problem': 0.1725, 'harder_problem': 0.0901, 'break': 0.0, 'explanation': 0.0, 'no_action': 0.0011}",[]
G4,10:1,0.1,DQN,99,50000,500,22.9,0.3786444231531331,0.5697729069334584,0.086,0.0,0.33591770608349386,0.39622118196544054,3.1224972798501915,1.4968310729049323,False,"{'hint': 0.0539, 'scaffold': 0.1318, 'encouragement': 0.0, 'simplify_problem': 0.3239, 'harder_problem': 0.204, 'break': 0.0029, 'explanation': 0.2821, 'no_action': 0.0014}",[]
G4,10:1,0.1,DQN,314,50000,500,22.5,0.14250603586301772,0.41229702317954786,0.0,0.0,0.16948000000000002,0.41426657177970466,3.0550049878688776,1.0010104028983478,False,"{'hint': 0.0, 'scaffold': 0.1692, 'encouragement': 0.1251, 'simplify_problem': 0.0018, 'harder_problem': 0.0004, 'break': 0.0248, 'explanation': 0.0146, 'no_action': 0.664}",[]
G5,20:1,0.05,Random,42,0,500,1.7,0.36658942639384756,0.5637539105829905,0.066,0.0,0.2892924581724582,0.3660559803449348,2.6562113623858044,2.069648222539673,False,"{'hint': 0.1316, 'scaffold': 0.1319, 'encouragement': 0.1036, 'simplify_problem': 0.114, 'harder_problem': 0.1521, 'break': 0.1036, 'explanation': 0.1156, 'no_action': 0.1476}",[]
G5,20:1,0.05,Random,7,0,500,1.7,0.36608384223159174,0.5647384733094372,0.064,0.0,0.2826544897959184,0.3677426104050156,2.6623587498953865,2.0697679067728503,False,"{'hint': 0.132, 'scaffold': 0.1304, 'encouragement': 0.1044, 'simplify_problem': 0.1131, 'harder_problem': 0.146, 'break': 0.1046, 'explanation': 0.1153, 'no_action': 0.1541}",[]
G5,20:1,0.05,Random,13,0,500,1.6,0.37465322236331133,0.5713410870910869,0.082,0.0,0.2895672093023256,0.36757047207836185,2.6716232345411743,2.0681979926941008,False,"{'hint': 0.1317, 'scaffold': 0.13, 'encouragement': 0.1034, 'simplify_problem': 0.1152, 'harder_problem': 0.1543, 'break': 0.1026, 'explanation': 0.1119, 'no_action': 0.151}",[]
G5,20:1,0.05,Random,21,0,500,1.8,0.3889678747064155,0.5786807063884759,0.096,0.0,0.2857676030412165,0.3728329426413498,2.7582592838774382,2.06971838079465,False,"{'hint': 0.1293, 'scaffold': 0.1321, 'encouragement': 0.1029, 'simplify_problem': 0.1161, 'harder_problem': 0.1473, 'break': 0.1043, 'explanation': 0.1149, 'no_action': 0.153}",[]
G5,20:1,0.05,Random,99,0,500,1.8,0.3707470100190597,0.5654287606212108,0.076,0.0,0.2885882824128477,0.37217330113013986,2.712703639856562,2.0691431448801287,False,"{'hint': 0.1302, 'scaffold': 0.1326, 'encouragement': 0.1026, 'simplify_problem': 0.1136, 'harder_problem': 0.15, 'break': 0.1044, 'explanation': 0.1148, 'no_action': 0.1518}",[]
G5,20:1,0.05,Random,314,0,500,1.6,0.3774755683116541,0.570012776021658,0.066,0.0,0.29156,0.366524818159614,2.659358160223537,2.067608357007352,False,"{'hint': 0.1306, 'scaffold': 0.1325, 'encouragement': 0.1035, 'simplify_problem': 0.1132, 'harder_problem': 0.1529, 'break': 0.1015, 'explanation': 0.1124, 'no_action': 0.1534}",[]
G5,20:1,0.05,ERT,42,0,500,1.5,0.40630147500086994,0.5903133510281237,0.104,0.0,0.37719836904007115,0.39770308368520996,3.0786365218238196,1.8895942814914177,False,"{'hint': 0.2266, 'scaffold': 0.2621, 'encouragement': 0.1368, 'simplify_problem': 0.0264, 'harder_problem': 0.109, 'break': 0.0563, 'explanation': 0.0669, 'no_action': 0.1159}",[]
G5,20:1,0.05,ERT,7,0,500,1.6,0.4008936119728559,0.5884779569080074,0.102,0.0,0.3731922883195831,0.40230069705635857,3.119218107895126,1.8884908875321131,False,"{'hint': 0.2248, 'scaffold': 0.2616, 'encouragement': 0.1364, 'simplify_problem': 0.0254, 'harder_problem': 0.107, 'break': 0.0565, 'explanation': 0.0648, 'no_action': 0.1235}",[]
G5,20:1,0.05,ERT,13,0,500,1.5,0.402727086574134,0.5898292374802697,0.102,0.0,0.37309011182671525,0.4007246105274916,3.1063714270765703,1.8892172592611745,False,"{'hint': 0.2255, 'scaffold': 0.2625, 'encouragement': 0.1371, 'simplify_problem': 0.0259, 'harder_problem': 0.1053, 'break': 0.0577, 'explanation': 0.0656, 'no_action': 0.1204}",[]
G5,20:1,0.05,ERT,21,0,500,1.5,0.42001761862192466,0.5998882181496115,0.11,0.0,0.3700135664486124,0.40266385511284053,3.1351396794564206,1.8957954650741011,False,"{'hint': 0.2209, 'scaffold': 0.2592, 'encouragement': 0.1341, 'simplify_problem': 0.0265, 'harder_problem': 0.1057, 'break': 0.0582, 'explanation': 0.0653, 'no_action': 0.1301}",[]
G5,20:1,0.05,ERT,99,0,500,1.5,0.38994075029291764,0.5796468409003134,0.098,0.0,0.36744276303147466,0.40315620201764246,3.112378837269728,1.9009959585958034,False,"{'hint': 0.2185, 'scaffold': 0.2571, 'encouragement': 0.1376, 'simplify_problem': 0.028, 'harder_problem': 0.1046, 'break': 0.0574, 'explanation': 0.0672, 'no_action': 0.1297}",[]
G5,20:1,0.05,ERT,314,0,500,1.5,0.40044156414541393,0.5867549172632964,0.11,0.0,0.3706390345813404,0.4013623750822147,3.1090772206793553,1.8925778781585498,False,"{'hint': 0.2217, 'scaffold': 0.2614, 'encouragement': 0.1356, 'simplify_problem': 0.0257, 'harder_problem': 0.1042, 'break': 0.0568, 'explanation': 0.0678, 'no_action': 0.1268}",[]
G5,20:1,0.05,DQN,42,50000,500,22.6,0.5056990111412774,0.6562896031686059,0.24,0.0,0.6419184710845999,0.38520706029335977,3.0936006478252605,1.3205861988718226,False,"{'hint': 0.0001, 'scaffold': 0.3954, 'encouragement': 0.1203, 'simplify_problem': 0.0, 'harder_problem': 0.2451, 'break': 0.2371, 'explanation': 0.0, 'no_action': 0.002}",[]
G5,20:1,0.05,DQN,7,50000,500,22.5,0.6357098333674196,0.749607887818845,0.464,0.0,0.9075637628229791,0.3740474746218949,2.937391881972208,0.9089842104035301,False,"{'hint': 0.0, 'scaffold': 0.4836, 'encouragement': 0.0046, 'simplify_problem': 0.0, 'harder_problem': 0.4492, 'break': 0.0625, 'explanation': 0.0, 'no_action': 0.0}",[]
G5,20:1,0.05,DQN,13,50000,500,22.8,0.686260891370886,0.7851738970611252,0.544,0.0,0.6817673312418558,0.32849821714238986,2.3073902963058033,0.4207977238197274,True,"{'hint': 0.0, 'scaffold': 0.1368, 'encouragement': 0.0, 'simplify_problem': 0.0, 'harder_problem': 0.86, 'break': 0.0031, 'explanation': 0.0, 'no_action': 0.0001}",['harder_problem']
G5,20:1,0.05,DQN,21,50000,500,22.0,0.6409684907623866,0.7531422041418369,0.448,0.0,0.7065495895683028,0.35852066388049464,2.6700757755995874,0.9104302447895523,False,"{'hint': 0.0, 'scaffold': 0.1839, 'encouragement': 0.1632, 'simplify_problem': 0.0037, 'harder_problem': 0.649, 'break': 0.0, 'explanation': 0.0, 'no_action': 0.0002}",[]
G5,20:1,0.05,DQN,99,50000,500,22.1,0.30870931051954337,0.5229519434117599,0.042,0.0,0.40156158054711244,0.4254853391930473,3.4577367288612395,1.395930385597033,False,"{'hint': 0.0006, 'scaffold': 0.3886, 'encouragement': 0.2477, 'simplify_problem': 0.0343, 'harder_problem': 0.0086, 'break': 0.2582, 'explanation': 0.062, 'no_action': 0.0}",[]
G5,20:1,0.05,DQN,314,50000,500,21.7,0.19552269312009582,0.44707637463248207,0.002,0.0,0.25248000000000004,0.42900817359896704,3.2971377801830823,0.9973802335406987,False,"{'hint': 0.0172, 'scaffold': 0.2522, 'encouragement': 0.0389, 'simplify_problem': 0.0578, 'harder_problem': 0.0, 'break': 0.0, 'explanation': 0.0, 'no_action': 0.6339}",[]
